gene_name,pair,source,flank_hit_class
Col26a1_Limb_E11.5,chr5:136790903-136793838_chr5:136802244-136807096,enhancer_hit,single
Col26a1_Limb_E11.5,chr5:136790903-136793838_chr5:136886477-136889597,enhancer_hit,single
Col26a1_Limb_E11.5,chr5:136802244-136807096_chr5:136886477-136889597,enhancer_hit,single
Col3a1_Limb_Any,chr1:45018504-45023821_chr1:45671594-45674286,enhancer_hit,
Col4a1_Forebrain_Any,chr8:11361563-11365034_chr8:11704242-11708965,enhancer_hit,single
Col4a1_Heart_Any,chr8:11192383-11193411_chr8:11391326-11396707,enhancer_hit,
Col4a1_Heart_Any,chr8:11270245-11286681_chr8:11361563-11365034,enhancer_hit,
Col4a1_Heart_Any,chr8:11321783-11325756_chr8:11356578-11358823,enhancer_hit,
Col4a1_Heart_Any,chr8:11321783-11325756_chr8:11704242-11708965,enhancer_hit,single
Col4a1_Heart_Any,chr8:11321783-11325756_chr8:12799479-12803078,enhancer_hit,
Col4a1_Heart_Any,chr8:11326476-11328712_chr8:11361563-11365034,enhancer_hit,single
Col4a1_Heart_Any,chr8:11326476-11328712_chr8:11704242-11708965,enhancer_hit,single
Col4a1_Heart_Any,chr8:11326476-11328712_chr8:12799479-12803078,enhancer_hit,
Col4a1_Heart_Any,chr8:11356578-11358823_chr8:11704242-11708965,enhancer_hit,
Col4a1_Heart_Any,chr8:11356578-11358823_chr8:12799479-12803078,enhancer_hit,
Col4a1_Heart_Any,chr8:11361563-11365034_chr8:11704242-11708965,enhancer_hit,single
Col4a1_Heart_Any,chr8:11373159-11377079_chr8:11386877-11389387,enhancer_hit,
Col4a1_Heart_Any,chr8:11704242-11708965_chr8:12799479-12803078,enhancer_hit,
Col4a1_Heart_E11.5,chr8:11192383-11193411_chr8:11391326-11396707,enhancer_hit,
Col4a1_Heart_E11.5,chr8:11270245-11286681_chr8:11361563-11365034,enhancer_hit,
Col4a1_Heart_E11.5,chr8:11326476-11328712_chr8:11361563-11365034,enhancer_hit,single
Col4a1_Heart_E11.5,chr8:11326476-11328712_chr8:11704242-11708965,enhancer_hit,single
Col4a1_Heart_E11.5,chr8:11356578-11358823_chr8:11704242-11708965,enhancer_hit,
Col4a1_Heart_E11.5,chr8:11361563-11365034_chr8:11704242-11708965,enhancer_hit,single
Col4a1_Heart_E11.5,chr8:11373159-11377079_chr8:11386877-11389387,enhancer_hit,
Col4a1_Limb_Any,chr8:11270245-11286681_chr8:11361563-11365034,enhancer_hit,
Col4a2_Heart_Any,chr8:11378385-11386325_chr8:12903220-12908150,enhancer_hit,
Col4a2_Limb_Any,chr8:11342782-11345949_chr8:11410704-11415218,enhancer_hit,
Col5a1_Forebrain_Any,chr2:27833627-27838904_chr2:27953312-27958433,enhancer_hit,single
Col5a1_Heart_Any,chr2:27679761-27682608_chr2:27953312-27958433,enhancer_hit,single
Col5a1_Heart_Any,chr2:27771965-27778590_chr2:27930454-27937454,enhancer_hit,single
Col5a1_Heart_Any,chr2:27833627-27838904_chr2:27953312-27958433,enhancer_hit,single
Col5a1_Heart_E11.5,chr2:27679761-27682608_chr2:27953312-27958433,enhancer_hit,single
Col5a1_Heart_E11.5,chr2:27771965-27778590_chr2:27930454-27937454,enhancer_hit,single
Col5a1_Heart_E11.5,chr2:27833627-27838904_chr2:27953312-27958433,enhancer_hit,single
Col5a1_Limb_Any,chr2:27670225-27672580_chr2:27679761-27682608,enhancer_hit,single
Col5a1_Limb_Any,chr2:27771965-27778590_chr2:27930454-27937454,enhancer_hit,single
Col5a1_Limb_E11.5,chr2:27771965-27778590_chr2:27930454-27937454,enhancer_hit,single
Col6a2_Heart_Any,chr10:76256754-76259016_chr10:76480933-76481933,enhancer_hit,single
Col6a2_Heart_Any,chr10:76256754-76259016_chr10:76663362-76665691,enhancer_hit,single
Col6a2_Heart_Any,chr10:76256754-76259016_chr10:76729275-76735221,enhancer_hit,
Col6a2_Heart_Any,chr10:76480933-76481933_chr10:76729275-76735221,enhancer_hit,
Col6a2_Heart_Any,chr10:76589138-76591292_chr10:76663362-76665691,enhancer_hit,single
Col6a2_Heart_Any,chr10:76589138-76591292_chr10:76679946-76685385,enhancer_hit,single
Col6a2_Heart_Any,chr10:76589138-76591292_chr10:76694288-76696658,enhancer_hit,single
Col6a2_Heart_Any,chr10:76663362-76665691_chr10:76729275-76735221,enhancer_hit,single
Col6a2_Limb_Any,chr10:76663362-76665691_chr10:76729275-76735221,enhancer_hit,single
Col6a3_Heart_Any,chr1:90749783-90751258_chr1:90835473-90840851,enhancer_hit,
Copg2_Heart_Any,chr6:30523740-30530249_chr6:30860662-30861793,enhancer_hit,single
Cops7a_Heart_Any,chr6:124821644-124822644_chr6:125147750-125150486,enhancer_hit,single
Copz2_Heart_Any,chr11:94915531-94917208_chr11:95795151-95796151,enhancer_hit,single
Coq5_Heart_Any,chr5:115056905-115060909_chr5:115332859-115335509,enhancer_hit,single
Coq5_Heart_E11.5,chr5:115056905-115060909_chr5:115332859-115335509,enhancer_hit,single
Coro2b_Forebrain_Any,chr9:62486572-62487572_chr9:62501453-62504712,enhancer_hit,single
Coro2b_Forebrain_Any,chr9:62486572-62487572_chr9:62508158-62511876,enhancer_hit,single
Coro2b_Forebrain_Any,chr9:62486572-62487572_chr9:62530624-62534063,enhancer_hit,single
Coro2b_Forebrain_Any,chr9:62501453-62504712_chr9:62518622-62527875,enhancer_hit,single
Coro2b_Forebrain_Any,chr9:62501453-62504712_chr9:62530624-62534063,enhancer_hit,single
Coro2b_Forebrain_Any,chr9:62518622-62527875_chr9:62530624-62534063,enhancer_hit,single
Coro2b_Forebrain_E11.5,chr9:62518622-62527875_chr9:62530624-62534063,enhancer_hit,single
Coro2b_Heart_Any,chr9:62501453-62504712_chr9:62518622-62527875,enhancer_hit,single
Coro2b_Heart_Any,chr9:62501453-62504712_chr9:62530624-62534063,enhancer_hit,single
Coro2b_Heart_Any,chr9:62518622-62527875_chr9:62530624-62534063,enhancer_hit,single
Cox4i2_Forebrain_Any,chr2:152703992-152709032_chr2:152723242-152731054,enhancer_hit,single
Cox4i2_Forebrain_Any,chr2:152703992-152709032_chr2:152763453-152767589,enhancer_hit,single
Cox4i2_Forebrain_Any,chr2:152723242-152731054_chr2:152763453-152767589,enhancer_hit,double
Cox4i2_Forebrain_E11.5,chr2:152703992-152709032_chr2:152763453-152767589,enhancer_hit,single
Cox4i2_Heart_Any,chr2:152703992-152709032_chr2:152723242-152731054,enhancer_hit,single
Cox4i2_Heart_Any,chr2:152703992-152709032_chr2:152763453-152767589,enhancer_hit,single
Cox4i2_Heart_Any,chr2:152723242-152731054_chr2:152763453-152767589,enhancer_hit,double
Cox4i2_Heart_E11.5,chr2:152703992-152709032_chr2:152723242-152731054,enhancer_hit,single
Cox4i2_Heart_E11.5,chr2:152703992-152709032_chr2:152763453-152767589,enhancer_hit,single
Cox4i2_Heart_E11.5,chr2:152723242-152731054_chr2:152763453-152767589,enhancer_hit,double
Cox4i2_Limb_Any,chr2:152673953-152676275_chr2:152703992-152709032,enhancer_hit,single
Cox4i2_Limb_Any,chr2:152673953-152676275_chr2:152723242-152731054,enhancer_hit,
Cox4i2_Limb_Any,chr2:152673953-152676275_chr2:152763453-152767589,enhancer_hit,single
Cox4i2_Limb_Any,chr2:152703992-152709032_chr2:152723242-152731054,enhancer_hit,single
Cox4i2_Limb_Any,chr2:152703992-152709032_chr2:152763453-152767589,enhancer_hit,single
Cox4i2_Limb_Any,chr2:152723242-152731054_chr2:152763453-152767589,enhancer_hit,double
Cox4i2_Limb_E11.5,chr2:152703992-152709032_chr2:152723242-152731054,enhancer_hit,single
Cplx2_Forebrain_Any,chr13:54322058-54330372_chr13:54389578-54392089,enhancer_hit,single
Cplx2_Forebrain_Any,chr13:54322058-54330372_chr13:54418274-54419706,enhancer_hit,single
Cpt1a_Heart_Any,chr19:3519440-3520440_chr19:3562632-3565680,enhancer_hit,single
Crabp1_Limb_Any,chr9:54787052-54788399_chr9:54799389-54804240,enhancer_hit,single
Crabp1_Limb_E11.5,chr9:54787052-54788399_chr9:54799389-54804240,enhancer_hit,single
Creb3l1_Heart_Any,chr2:92011184-92014186_chr2:92019154-92022002,enhancer_hit,single
Creb3l2_Heart_Any,chr6:37063307-37064783_chr6:37384528-37393259,enhancer_hit,
Creb3l2_Heart_Any,chr6:37369705-37371414_chr6:37384528-37393259,enhancer_hit,
Creb3l2_Heart_Any,chr6:37369705-37371414_chr6:37408159-37412719,enhancer_hit,single
Creb3l2_Heart_E11.5,chr6:37063307-37064783_chr6:37384528-37393259,enhancer_hit,
Creb3l2_Heart_E11.5,chr6:37369705-37371414_chr6:37384528-37393259,enhancer_hit,
Creb5_Heart_Any,chr6:53286064-53291388_chr6:53505824-53510279,enhancer_hit,
Creb5_Heart_Any,chr6:53362901-53364812_chr6:53505824-53510279,enhancer_hit,
Creb5_Limb_Any,chr6:53362901-53364812_chr6:53429921-53430921,enhancer_hit,
Creb5_Limb_Any,chr6:53429921-53430921_chr6:53469490-53471781,enhancer_hit,
Crip1_Heart_Any,chr12:111346786-111347945_chr12:111534270-111535600,enhancer_hit,single
Crip1_Heart_Any,chr12:111346786-111347945_chr12:111745417-111747067,enhancer_hit,single
Crip1_Heart_Any,chr12:111346786-111347945_chr12:111882029-111883863,enhancer_hit,single
Crip1_Heart_Any,chr12:111346786-111347945_chr12:111893394-111898614,enhancer_hit,single
Crip1_Heart_Any,chr12:111346786-111347945_chr12:111915739-111917771,enhancer_hit,single
Crip1_Heart_Any,chr12:111346786-111347945_chr12:112652225-112655655,enhancer_hit,single
Crip1_Heart_Any,chr12:111346786-111347945_chr12:113131279-113134987,enhancer_hit,
Crip1_Heart_Any,chr12:111534270-111535600_chr12:111745417-111747067,enhancer_hit,single
Crip1_Heart_Any,chr12:111534270-111535600_chr12:111882029-111883863,enhancer_hit,single
Crip1_Heart_Any,chr12:111534270-111535600_chr12:111893394-111898614,enhancer_hit,single
Crip1_Heart_Any,chr12:111534270-111535600_chr12:111915739-111917771,enhancer_hit,single
Crip1_Heart_Any,chr12:111534270-111535600_chr12:112652225-112655655,enhancer_hit,single
Crip1_Heart_Any,chr12:111534270-111535600_chr12:112793201-112798983,enhancer_hit,single
Crip1_Heart_Any,chr12:111534270-111535600_chr12:113131279-113134987,enhancer_hit,
Crip1_Heart_Any,chr12:111745417-111747067_chr12:111882029-111883863,enhancer_hit,single
Crip1_Heart_Any,chr12:111745417-111747067_chr12:111893394-111898614,enhancer_hit,single
Crip1_Heart_Any,chr12:111745417-111747067_chr12:111915739-111917771,enhancer_hit,single
Crip1_Heart_Any,chr12:111745417-111747067_chr12:112652225-112655655,enhancer_hit,single
Crip1_Heart_Any,chr12:111745417-111747067_chr12:112793201-112798983,enhancer_hit,single
Crip1_Heart_Any,chr12:111745417-111747067_chr12:113131279-113134987,enhancer_hit,
Crip1_Heart_Any,chr12:111882029-111883863_chr12:111893394-111898614,enhancer_hit,single
Crip1_Heart_Any,chr12:111882029-111883863_chr12:111915739-111917771,enhancer_hit,single
Crip1_Heart_Any,chr12:111882029-111883863_chr12:112652225-112655655,enhancer_hit,single
Crip1_Heart_Any,chr12:111882029-111883863_chr12:112793201-112798983,enhancer_hit,single
Crip1_Heart_Any,chr12:111882029-111883863_chr12:113131279-113134987,enhancer_hit,
Crip1_Heart_Any,chr12:111893394-111898614_chr12:111915739-111917771,enhancer_hit,single
Crip1_Heart_Any,chr12:111893394-111898614_chr12:112652225-112655655,enhancer_hit,single
Crip1_Heart_Any,chr12:111893394-111898614_chr12:113131279-113134987,enhancer_hit,
Crip1_Heart_Any,chr12:111915739-111917771_chr12:112652225-112655655,enhancer_hit,single
Crip1_Heart_Any,chr12:111915739-111917771_chr12:112793201-112798983,enhancer_hit,single
Crip1_Heart_Any,chr12:111915739-111917771_chr12:113131279-113134987,enhancer_hit,
Crip1_Heart_Any,chr12:112652225-112655655_chr12:112793201-112798983,enhancer_hit,single
Crip1_Heart_Any,chr12:112652225-112655655_chr12:113131279-113134987,enhancer_hit,
Crip1_Heart_E11.5,chr12:111346786-111347945_chr12:111745417-111747067,enhancer_hit,single
Crip1_Heart_E11.5,chr12:111346786-111347945_chr12:111893394-111898614,enhancer_hit,single
Crip1_Heart_E11.5,chr12:111346786-111347945_chr12:111915739-111917771,enhancer_hit,single
Crip1_Heart_E11.5,chr12:111346786-111347945_chr12:112652225-112655655,enhancer_hit,single
Crip1_Heart_E11.5,chr12:111346786-111347945_chr12:113131279-113134987,enhancer_hit,
Crip1_Heart_E11.5,chr12:111745417-111747067_chr12:111893394-111898614,enhancer_hit,single
Crip1_Heart_E11.5,chr12:111745417-111747067_chr12:111915739-111917771,enhancer_hit,single
Crip1_Heart_E11.5,chr12:111745417-111747067_chr12:112652225-112655655,enhancer_hit,single
Crip1_Heart_E11.5,chr12:111745417-111747067_chr12:113131279-113134987,enhancer_hit,
Crip1_Heart_E11.5,chr12:111893394-111898614_chr12:111915739-111917771,enhancer_hit,single
Crip1_Heart_E11.5,chr12:111893394-111898614_chr12:112652225-112655655,enhancer_hit,single
Crip1_Heart_E11.5,chr12:111893394-111898614_chr12:113131279-113134987,enhancer_hit,
Crip1_Heart_E11.5,chr12:111915739-111917771_chr12:112652225-112655655,enhancer_hit,single
Crip1_Heart_E11.5,chr12:111915739-111917771_chr12:113131279-113134987,enhancer_hit,
Crip1_Heart_E11.5,chr12:112652225-112655655_chr12:113131279-113134987,enhancer_hit,
Crip1_Limb_Any,chr12:111346786-111347945_chr12:111745417-111747067,enhancer_hit,single
Crip1_Limb_Any,chr12:111346786-111347945_chr12:111915739-111917771,enhancer_hit,single
Crip1_Limb_Any,chr12:111745417-111747067_chr12:111915739-111917771,enhancer_hit,single
Crip1_Limb_Any,chr12:111745417-111747067_chr12:112793201-112798983,enhancer_hit,single
Crip1_Limb_Any,chr12:111915739-111917771_chr12:112793201-112798983,enhancer_hit,single
Crnde_Heart_Any,chr8:91323429-91324698_chr8:92136865-92138351,enhancer_hit,single
Crnde_Heart_Any,chr8:91812395-91814449_chr8:92608895-92611665,enhancer_hit,
Csmd2_Forebrain_Any,chr4:128426665-128429690_chr4:128491802-128492802,enhancer_hit,
Csnk1g3_Forebrain_Any,chr18:54827380-54830195_chr18:55422193-55423193,enhancer_hit,
Csnk1g3_Forebrain_E11.5,chr18:54827380-54830195_chr18:55422193-55423193,enhancer_hit,
Cspg4_Forebrain_Any,chr9:56435668-56436668_chr9:56494612-56510422,enhancer_hit,single
Cspg4_Forebrain_Any,chr9:56494612-56510422_chr9:56867603-56875021,enhancer_hit,
Cspg4_Heart_Any,chr9:56231539-56237777_chr9:56338895-56340462,enhancer_hit,single
Cspg4_Heart_Any,chr9:56231539-56237777_chr9:56403759-56405691,enhancer_hit,
Cspg4_Heart_Any,chr9:56231539-56237777_chr9:56494612-56510422,enhancer_hit,single
Cspg4_Heart_Any,chr9:56231539-56237777_chr9:56834718-56836063,enhancer_hit,single
Cspg4_Heart_Any,chr9:56338895-56340462_chr9:56494612-56510422,enhancer_hit,single
Cspg4_Heart_Any,chr9:56338895-56340462_chr9:56834718-56836063,enhancer_hit,
Cspg4_Heart_Any,chr9:56403759-56405691_chr9:56494612-56510422,enhancer_hit,single
Cspg4_Heart_Any,chr9:56494612-56510422_chr9:56834718-56836063,enhancer_hit,single
Cspg4_Heart_Any,chr9:56494612-56510422_chr9:56867603-56875021,enhancer_hit,
Cspg4_Heart_E11.5,chr9:56231539-56237777_chr9:56403759-56405691,enhancer_hit,
Cspg4_Heart_E11.5,chr9:56231539-56237777_chr9:56494612-56510422,enhancer_hit,single
Cspg4_Heart_E11.5,chr9:56231539-56237777_chr9:56834718-56836063,enhancer_hit,single
Cspg4_Heart_E11.5,chr9:56403759-56405691_chr9:56494612-56510422,enhancer_hit,single
Cspg4_Heart_E11.5,chr9:56494612-56510422_chr9:56834718-56836063,enhancer_hit,single
Cspg4_Heart_E11.5,chr9:56494612-56510422_chr9:56867603-56875021,enhancer_hit,
Cspg4_Limb_Any,chr9:56494612-56510422_chr9:56867603-56875021,enhancer_hit,
Cspg4_Limb_E11.5,chr9:56494612-56510422_chr9:56867603-56875021,enhancer_hit,
Csrp1_Heart_Any,chr1:135534373-135537080_chr1:135538254-135539407,enhancer_hit,
Cstad_Heart_Any,chr2:30462710-30465255_chr2:30599586-30602626,enhancer_hit,single
Cstad_Heart_Any,chr2:30462710-30465255_chr2:30752821-30754287,enhancer_hit,single
Cstad_Heart_E11.5,chr2:30462710-30465255_chr2:30599586-30602626,enhancer_hit,single
Cstad_Heart_E11.5,chr2:30462710-30465255_chr2:30752821-30754287,enhancer_hit,single
Cstad_Limb_Any,chr2:30462710-30465255_chr2:30599586-30602626,enhancer_hit,single
Cstad_Limb_Any,chr2:30462710-30465255_chr2:30752821-30754287,enhancer_hit,single
Ctgf_Heart_Any,chr10:24458091-24459671_chr10:24478000-24480668,enhancer_hit,single
Ctla2b_Heart_Any,chr13:60669929-60677986_chr13:60733810-60738922,enhancer_hit,
Ctla2b_Heart_Any,chr13:60669929-60677986_chr13:60848069-60849082,enhancer_hit,
Ctla2b_Heart_E11.5,chr13:60669929-60677986_chr13:60733810-60738922,enhancer_hit,
Ctla2b_Limb_Any,chr13:60669929-60677986_chr13:60733810-60738922,enhancer_hit,
Ctnna1_Heart_Any,chr18:35050086-35053498_chr18:35129327-35131987,enhancer_hit,double
Ctnna1_Heart_Any,chr18:35050086-35053498_chr18:35246835-35249099,enhancer_hit,single
Ctnna1_Heart_E11.5,chr18:35050086-35053498_chr18:35246835-35249099,enhancer_hit,single
Ctnna3_Heart_Any,chr10:63472035-63473035_chr10:63475069-63478773,enhancer_hit,single
Ctnna3_Heart_Any,chr10:63475069-63478773_chr10:63479684-63481489,enhancer_hit,
Ctnna3_Heart_Any,chr10:63475069-63478773_chr10:63770034-63771601,enhancer_hit,
Ctnna3_Heart_E11.5,chr10:63475069-63478773_chr10:63770034-63771601,enhancer_hit,
Ctu2_Forebrain_Any,chr8:120316404-120317404_chr8:120616128-120622675,enhancer_hit,single
Ctu2_Forebrain_Any,chr8:120616128-120622675_chr8:124272454-124275255,enhancer_hit,
Cul4a_Heart_Any,chr8:11746208-11750906_chr8:13208172-13214392,enhancer_hit,single
Cul4a_Heart_Any,chr8:13168692-13171806_chr8:13208172-13214392,enhancer_hit,single
Cul4a_Heart_E11.5,chr8:11746208-11750906_chr8:13208172-13214392,enhancer_hit,single
Cul4a_Heart_E11.5,chr8:13168692-13171806_chr8:13208172-13214392,enhancer_hit,single
Cul9_Forebrain_Any,chr17:46852484-46860173_chr17:47038775-47040177,enhancer_hit,
Cul9_Forebrain_Any,chr17:46852484-46860173_chr17:47150486-47153186,enhancer_hit,single
Cul9_Forebrain_Any,chr17:47038775-47040177_chr17:47150486-47153186,enhancer_hit,single
Cul9_Heart_Any,chr17:46431800-46432800_chr17:46852484-46860173,enhancer_hit,single
Cul9_Heart_Any,chr17:46431800-46432800_chr17:47150486-47153186,enhancer_hit,
Cul9_Heart_Any,chr17:46852484-46860173_chr17:47150486-47153186,enhancer_hit,single
Cul9_Heart_E11.5,chr17:46431800-46432800_chr17:46852484-46860173,enhancer_hit,single
Cul9_Heart_E11.5,chr17:46431800-46432800_chr17:47150486-47153186,enhancer_hit,
Cul9_Heart_E11.5,chr17:46852484-46860173_chr17:47150486-47153186,enhancer_hit,single
Cul9_Limb_Any,chr17:46852484-46860173_chr17:47150486-47153186,enhancer_hit,single
Cux1_Heart_Any,chr5:136354994-136356797_chr5:136506699-136508114,enhancer_hit,single
Cux1_Heart_E11.5,chr5:136354994-136356797_chr5:136506699-136508114,enhancer_hit,single
Cxxc5_Forebrain_Any,chr18:35812495-35818662_chr18:35833593-35851983,enhancer_hit,single
Cxxc5_Forebrain_E11.5,chr18:35812495-35818662_chr18:35833593-35851983,enhancer_hit,single
Cxxc5_Heart_Any,chr18:35812495-35818662_chr18:35833593-35851983,enhancer_hit,single
Cxxc5_Heart_E11.5,chr18:35812495-35818662_chr18:35833593-35851983,enhancer_hit,single
Cxxc5_Limb_Any,chr18:35812495-35818662_chr18:35833593-35851983,enhancer_hit,single
Cxxc5_Limb_E11.5,chr18:35812495-35818662_chr18:35833593-35851983,enhancer_hit,single
Cyb5r1_Heart_Any,chr1:134301946-134304484_chr1:134336992-134340234,enhancer_hit,
Cyb5r1_Heart_E11.5,chr1:134301946-134304484_chr1:134336992-134340234,enhancer_hit,
Cyba_Forebrain_Any,chr8:119420928-119434617_chr8:122523174-122528266,enhancer_hit,double
Cyba_Heart_Any,chr8:119420928-119434617_chr8:120040402-120042577,enhancer_hit,single
Cyba_Heart_Any,chr8:119420928-119434617_chr8:120695612-120700523,enhancer_hit,single
Cyba_Heart_Any,chr8:119420928-119434617_chr8:122523174-122528266,enhancer_hit,double
Cyba_Heart_Any,chr8:119420928-119434617_chr8:122555119-122558219,enhancer_hit,double
Cyba_Heart_Any,chr8:119420928-119434617_chr8:123015704-123023517,enhancer_hit,single
Cyba_Heart_Any,chr8:119420928-119434617_chr8:123036324-123037941,enhancer_hit,single
Cyba_Heart_Any,chr8:120363313-120364901_chr8:120695612-120700523,enhancer_hit,single
Cyba_Heart_Any,chr8:120363313-120364901_chr8:122555119-122558219,enhancer_hit,single
Cyba_Heart_Any,chr8:120363313-120364901_chr8:123015704-123023517,enhancer_hit,
Cyba_Heart_Any,chr8:120363313-120364901_chr8:123036324-123037941,enhancer_hit,
Cyba_Heart_Any,chr8:120695612-120700523_chr8:122523174-122528266,enhancer_hit,
Cyba_Heart_Any,chr8:120695612-120700523_chr8:122555119-122558219,enhancer_hit,single
Cyba_Heart_Any,chr8:120695612-120700523_chr8:123015704-123023517,enhancer_hit,
Cyba_Heart_Any,chr8:120695612-120700523_chr8:123036324-123037941,enhancer_hit,
Cyba_Heart_Any,chr8:122523174-122528266_chr8:122555119-122558219,enhancer_hit,double
Cyba_Heart_Any,chr8:122523174-122528266_chr8:123015704-123023517,enhancer_hit,single
Cyba_Heart_Any,chr8:122523174-122528266_chr8:123036324-123037941,enhancer_hit,single
Cyba_Heart_Any,chr8:122555119-122558219_chr8:123015704-123023517,enhancer_hit,double
Cyba_Heart_Any,chr8:122555119-122558219_chr8:123036324-123037941,enhancer_hit,single
Cyba_Heart_Any,chr8:123015704-123023517_chr8:123036324-123037941,enhancer_hit,single
Cyba_Heart_E11.5,chr8:120363313-120364901_chr8:123015704-123023517,enhancer_hit,
Cyba_Heart_E11.5,chr8:120363313-120364901_chr8:123036324-123037941,enhancer_hit,
Cyba_Heart_E11.5,chr8:122523174-122528266_chr8:123015704-123023517,enhancer_hit,single
Cyba_Heart_E11.5,chr8:122523174-122528266_chr8:123036324-123037941,enhancer_hit,single
Cyba_Heart_E11.5,chr8:123015704-123023517_chr8:123036324-123037941,enhancer_hit,single
Cyba_Limb_Any,chr8:120363313-120364901_chr8:122555119-122558219,enhancer_hit,single
Cyba_Limb_Any,chr8:122523174-122528266_chr8:122555119-122558219,enhancer_hit,double
